ORIGINAL	SUPPLEMENT	YR	RPTID	HL_SUP_ID	SYSTEM_TYPE	OPERATOR_ID	NAME	PARENT	OFSTREET	OFCITY	OFCOUNTY	OFSTATE	OFZIP	HQSTREET	HQCITY	HQCOUNTY	HQSTATE	HQZIP	CPBMT	CPBOFFM	CPBONM	CPCMT	CPCOFFM	CPCONM	CUBOFFM	CUBONM	CUCMT	CUCOFFM	CUCONM	CUPMT	HCAMT	HCAOFFM	HCAONM	STOFFM_1	STOFFM_2	STOFFM_3	STOFFM_4	STOFFM_5	STOFFM_6	STOFFM_7	STOFFM_8	STOFFM_9	STOFFM_10	STOFFM_11	STOFFM_12	STOFFM_13	STOFFM_14	STOFFM_15	STOFFM_16	STOFFM_17	STOFFM_18	STONM_1	STONM_2	STONM_3	STONM_4	STONM_5	STONM_6	STONM_7	STONM_8	STONM_9	STONM_10	STONM_11	STONM_12	STONM_13	STONM_14	STONM_15	STONM_16	STONM_17	STONM_18	DINSTM_1	DINSTM_2	DINSTM_3	DINSTM_4	DINSTM_5	DINSTM_6	DINSTM_7	DINSTM_8	DINSTM_9	DINSTM_10	DINSTMT	ERWHM_1	ERWHM_2	ERWHM_3	ERWHM_4	ERWHM_5	ERWHM_6	ERWHM_7	ERWHM_8	ERWHMT	ERWLM_1	ERWLM_2	ERWLM_3	ERWLM_4	ERWLM_5	ERWLM_6	ERWLM_7	ERWLM_8	ERWLMT	ERWTM_1	ERWTM_2	ERWTM_3	ERWTM_4	ERWTM_5	ERWTM_6	ERWTM_7	ERWTM_8	ERWTMT	YSGOFFM	YSGONM	YSLOFFM	YSLONM	BTNPMS	REGGATHM	BT1COM	BT1NUM1	BT1NUM2	BT1NUM3	BT1NUM4	BT1NUMT	BT2COM	BT2NUM1	BT2NUM2	BT2NUM3	BT2NUM4	BT2NUMT	VTM_1	VTM_2	VTM_3	VTM_4	VTM_5	VTM_6	II1_1	II1_2	II1_3	II1_4	II1_T	II2_1	II2_2	II2_3	II2_4	II2_5	II3_1	II3_2	II3_3	II3_4	II4_1	II4_2	II4_3	II4_4	II4_5	II5_1	II5_2	BA_1	BA_2	BA_3	BA_4	BA_5	BA_6	BA_7	BA_8	DOR	DOE	PNAME	PPHONE	PEMAIL	PFAX
Y	N	2006	20060377	2643	PETROLEUM & REFINED PRODUCTS	19319	"TEXAS PETROCHEMICALS, LP"		8600 PARK PLACE BLVD	HOUSTON	HARRIS	TX	77017						0	0	0	7.2	0	7.2	0	0	0	0	0	0	7.2	0	7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	0	0	2.6	0	7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2	0	0		0		0	0	0	0	0		0	0	0	0	0	0	0	0	9674327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0		6/19/2007	6/19/2007	"TERREL D. WILLIAMS, DISTRICT ENGINEER FOR BUCKEYE PARTNERS, "	7132052719	TWILLIAMS@BUCKEYE.COM	9363364150
Y	N	2006	20080094	4564	HVLS	31059	BASF CORPORATION		602 COPPER ROAD	FREEPORT	BRAZORIA	TX	77541	100 CAMPUS DRIVE	FLORHAM PARK	MORRIS	NJ	7932	0	0	0	8.7	0	8.7	0	0	0	0	0	0	5.1	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22	7.24	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0.24	7.24	0.34	0.12	8.7	0	0	0	0	0.24	7.24	0	0	7.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	7.24	0	0	7.48	0	8.46	0	0.24	N	8.7		0	0	0	0	0		0	0	0	0	0	0	547496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7	0	0	8.7	0	0	0		4/9/2009	4/10/2009	ROBERT FOX-STAFF ENGINEER	9794156655	ROBERT.FOX@BASF.COM	9794158218
Y	N	2006	20070481	4124	PETROLEUM & REFINED PRODUCTS	6911	GULF STATE PIPELINE CO INC	SOUTH HAMPTON RESOURCES INC.	7752 FM 418	SILSBEE	HARDIN	TX	77656						0	0	0	32	0	32	0	0	0	0	0	0	32	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	32	0	0	0	0	32	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	32	0	32	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	0	0	29600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0		12/9/2008	12/9/2008	HANK BOWMAN	4093858307	HBOWMAN@SOUTHHAMPTONREFINING.COM	4093852453
N	Y	2006	20060067	4524	CRUDE OIL	2371	CINIZA PIPE LINE COMPANY	"GIANT INDUSTRIES ARIZONA, INC."	111 CR 4990	BLOOMFIELD	SAN JUAN	NM	87401	23733 N SCOTTSDALE ROAD	SCOTTSDALE	MARICOPA	AZ	85255	0	0	0	165	0	165	0	0	0	0	0	0	22.8	0	22.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	47	0	24	0	165	0	0	0	0	0	0	0	0	0	0	0	94	0	47	0	24	0	165	0	0	94	0	47	0	24	0	165	0	165	0	0		0	CRUDE OIL	2	2	0	0	4		0	0	0	0	0	1043398125	0	0	0	0	0	0	0	0	0	0	61	61	17	1	73	0	0	0	0	0	0	0	0	0	0	61	0	0	0	165	165	0	0		4/30/2007	4/7/2009	DAVE RICHARDS	5056328006	DRICHARDS@GIANT.COM	5056324021
N	Y	2006	20060066	4525	HVLS	2371	CINIZA PIPE LINE COMPANY	"GIANT INDUSTRIES ARIZONA, INC."	111 CR 4990	BLOOMFIELD	SAN JUAN	NM	87401	23733 N SCOTTSDALE ROAD	SCOTTSDALE	MARICOPA	AZ	85255	0	0	0	12	0	12	0	0	0	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	0	0	12	0	0	0	0	0	12	0	12	0	0		0		0	0	0	0	0		0	0	0	0	0	0	17130240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	12	0	0		4/30/2007	4/7/2009	DAVE RICHARDS	5056328006	DRICHARDS@GIANT.COM	5056324021
Y	N	2006	20080488	5740	HVLS	32454	"DRY TRAILS MIDSTREAM ENERGY, LLC"		"8801 S YALE, SUITE 350"	TULSA	TULSA	OK	74137						0	0	0	45.17	0	45.17	0	0	0	0	0	0	2.93	0	2.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.17	0	0	0	0	45.17	0	0	0	45.17	0	0	0	0	45.17	0	0	0	0	0	0	0	0	0	0	0	0	45.17	0	0	0	0	45.17	0	45.17	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	6143436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.17	0	0	0	0	0	0	0	0	45.17	0	0	0	0	0	45.17	0	0		12/9/2009	12/9/2009	REGINA GREGORY	9183889829	RGREGORY@MIDSTREAMENERGYLLC.COM	
Y	N	2006	20080446	5270	CRUDE OIL	32430	"STERLING ENERGY, INC"		"15425 NORTH FREEWAY, SUITE 300"	HOUSTON	HARRIS	TX	77090						0	0	0	18	17	1	0	0	0	0	0	0	18	17	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	N	18		0	0	0	0	0		0	0	0	0	0	9400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0		6/23/2009	6/24/2009	TOM COOK	2818729600	TCOOK@STERLINGUSA.COM	2818729610
Y	N	2006	20060238	2495	PETROLEUM & REFINED PRODUCTS	26041	"ICPT, LLC"	"KINDER MORGAN OPERATING LP ""C"""	4735 POINT CLAIRE RD	ST. GABRIEL	IBERVILLE PARISH	LA	70776	"500 DALLAS STREET, SUITE 1000"	HOUSTON	HARRIS	TX	77002	0	0	0	10	0	10	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	10		0	BENZENE	1	0	0	0	1		0	0	0	0	0	0	0	0	31251110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0		6/14/2007	6/14/2007	DANIEL SIBLEY	2256425516	DANIEL_SIBLEY@KINDERMORGAN.COM	2256428301
Y	N	2006	20060240	2497	HVLS	4906	EXXONMOBIL PIPELINE COMPANY		"800 BELL STREET, ROOM 623F"	HOUSTON	HARRIS	TX	77002	"800 BELL STREET, ROOM 623F"	HOUSTON	HARRIS	TX	77002	0	0	0	2143	0	2143	0	0	0	0	0	0	1537	0	1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	468	787	50	232	53	210	0	0	0	0	0	0	0	0	0	0	0	0	0	38	55	357	763	401	170	321	38	2143	0	0	0	0	401	170	321	38	930	38	55	357	763	0	0	0	0	1213	38	55	357	763	401	170	321	38	2143	0	2143	0	0		0		0	0	0	0	0		0	0	0	0	0	0	2309002282	0	0	0	0	7	203	0	0	210	313	124	3	5	0	279	0	0	0	5	0	0	0	0	494	124	44	321	457	88	246	0	0		6/14/2007	6/14/2007	THAD MASSENGALE	7136562258	THAD.MASSENGALE@EXXONMOBIL.COM	7136568232
N	Y	2006	20060111	2330	CRUDE OIL	31552	ALPINE TRANSPORTATION COMPANY		700 G STREET	ANCHORAGE	ANCHORAGE	AK	99510-0360						0	0	0	0	0	0	0	33.82	0.81	0	0.81	33.82	34.63	0	34.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.63	34.63	0	0	0	0	0	0	0	34.63	34.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.63	34.63	0	34.63	0	0		0		0	0	0	0	0		0	0	0	0	0	1521343574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.63	0	0	0	0	0		6/1/2007	6/1/2007	SHERRY TIMMERMAN	9072633704	SHERRY.A.TIMMERMAN@CONOCOPHILLIPS.COM	9072633748
Y	N	2006	20060117	2345	HVLS	6710	"BELVAN PARTNERS, L.P."		211 NORTH COLORADO	MIDLAND	MIDLAND	TX	79701	211 NORTH COLORADO	MIDLAND	MIDLAND	TX	79701	0	0	0	8.5	0	8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	0	8.5	0	0	0	0	0	0	8.5	0	8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	0	8.5	0	8.5	0	0		8.5		0	0	0	0	0		0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	0	0	0	0	0	0	0	0	8.5	0	8.5	0	0	0	0	0	0		6/4/2007	6/4/2007	BOBBY ROACH	4326826311	BROACH@AZTECGAS.COM	4325630803
Y	N	2006	20060243	2500	HVLS	31886	DUKE ENERGY OHIO - LIQUID		139 E. FOURTH STREET	CINCINNATI	HAMILTON	OH	45202	593 TODHUNTER RD.	MONROE	BUTLER	OH	45050	0	0	0	5.94	0	5.94	0	0	0	0	0	0	5.94	0	5.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28	0	0.54	4.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81	0	0	0	4.13	0	5.94	0	0	0	0	0	0	4.13	0	4.13	0	0	1.81	0	0	0	0	0	1.81	0	0	1.81	0	0	0	4.13	0	5.94	0	4.14	0	1.8		0		0	0	0	0	0		0	0	0	0	0	0	1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0		6/14/2007	6/14/2007	SUSAN M. GILB	5132872752	SUE.GILB@DUKE-ENERGY.COM	5132873259
Y	N	2006	20060246	2503	HVLS	32215	NOVA CHEMICALS (CANADA) LTD		785 PETROLIA LINE	CORUNNA	CANADA	ON	N0N-1G0	"1000 SEVENTH AVE, SW, PO BOX 2518,"	"CALGARY, AB"	CANADA		T2P-5C6	0	0	0	10.88	0	10.88	0	0	0	0	0	0	10.88	0	10.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.92	2.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.88	0	0	10.88	0	0	0	0	0	10.88	0	0	10.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.88	0	0	10.88	0	6.92	0	3.96		0	NOT APPLICABLE	0	0	0	0	0	NOT APPLICABLE	0	0	0	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96	6.68	0	1.24	0		6/14/2007	6/14/2007	JOHN N. HARWOOD	5193321212	HARWOOJ@NOVACHEM.COM	
Y	N	2006	20060129	2358	HVLS	31339	HUNTSMAN POLYMERS	HUNTSMAN CORP.	2500 SOUTH GRANDVIEW	ODESSA	ECTOR	TX	79766	HUNTSMAN CORP	THE WOODLANDS		TX	77380	0	0	0	10.03	0	10.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.03	0	0	0	0	10.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.03	0	0		0		0	0	0	0	0		0	0	0	0	0	0	200.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.03	0	0	0	0	0	0	0	0	10.03	0	0	10.03	0	0	0	0	0		6/6/2007	6/6/2007	HERBERT M JOHNSON	4326408306	ALAN_HILL@HUNTSMAN.COM	4326408506
Y	N	2006	20060269	2526	HVLS	1845	"BUCKEYE PARTNERS, LP"		"5002 BUCKEYE ROAD, POI BOX 368"	EMMAUS	LEIGH	PA	18049						0	0	0	488	0	488	0	0	0	0	0	0	180	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	394	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	444	0	13	8	488	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	13	1	453	0	0	0	0	439	0	13	1	453	0	488	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2726287172	0	0	0	0	0	356	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0		6/14/2007	6/14/2007	DONALD E HANKEY	6109044410	DHANKEY@BUCKEYE.COM	6109044545
N	Y	2006	20060016	1860	HVLS	26086	SEADRIFT PIPELINE CORPORATION	"THE DOW CHEMICAL COMPANY, INCORPORATED"	P.O. BOX 186	PORT LAVACA	CALHOUN	TX	77979	1000 CR 340	ANGLETON	BRAZORIA	TX	77515	0	0	0	952.19	0	952.19	0	0	0	0	0	0	321	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.1	456.19	200.16	92.8	112.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.3	595.72	175.25	1.23	45.69	0	952.19	0	0	9.3	595.72	175.25	1.23	45.69	0	827.19	0	0	125	0	0	0	0	0	125	0	0	134.3	595.72	175.25	1.23	45.69	0	952.19	0	952.19	0	0	 	0		0	0	0	0	0		0	0	0	0	0	0	1671768881	0	0	0	0	149.3	139.63	0	0	288.93	70	0	0	0	0	0	0	0	0	0	0	0	0	0	288.93	0	0	69	194	125	149.3	0	0		2/2/2007	2/2/2007	J. J. WALTHALL	3615533163	WALTHAJJ@DOW.COM	3615533311
Y	N	2006	20060019	1862	HVLS	3527	DOW PIPELINE COMPANY	"THE DOW CHEMICAL COMPANY, INCORPORATED"	P.O. BOX 186	PORT LAVACA	CALHOUN	TX	77979	1000 COUNTY ROAD 340	ANGLETON	BRAZORIA	TX	77515	0	0	0	283	0	283	0	0	0	0	0	0	139	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	134	45	0	33	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	7	135	76	1	6	0	283	0	0	0	0	76	1	6	0	83	0	58	7	135	0	0	0	0	200	0	58	7	135	76	1	6	0	283	0	283	0	0		0		0	0	0	0	0		0	0	0	0	0	0	3013200025	0	0	0	0	11.96	20.47	0	0	32.43	3	3	0	0	0	20.11	0	0	0	0	0	0	0	0	52.54	3	0	0	69	0	41	0	0		2/5/2007	2/5/2007	J. J. WALTHALL	3615533163	WALTHAJJ@DOW.COM	3615533311
N	Y	2006	20060165	2406	PETROLEUM & REFINED PRODUCTS	30755	CITGO PRODUCTS PIPELINE	CITGO PETROLEUM	"6100 S. YALE, PO 3758"	TULSA	TULSA	OK	74102	1293 ELDRIDGE PARKWAY	HOUSTON	HARRIS	TX	77077	0	0	0	839.573	0	839.573	0	0	0	0	0	0	492.45	0	492.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.778	71.679	441.593	269.99	29.835	0	3.171	0	0	0	1.527	0	0	0	0	0	0	0	0	2.236	0	792.977	17.373	16.281	3.298	4.965	2.444	0	839.574	0	0	0	3.171	1.772	4.965	2.444	0	12.352	2.236	477.43	17.373	13.11	1.527	0	0	0	511.676	2.236	477.43	17.373	16.281	3.299	4.965	2.444	0	524.028	0	762.726	0	76.847	Y	0		0	0	0	0	0		0	0	0	0	0	0	0	0	6764961132	0	0	268.562	268.562	0	0	537.124	245	244	69	14	32	19.435	0	0	0	0	0	0	0	0	556.559	244	198.083	126.635	14.814	20.031	22.606	0	0		6/9/2007	6/9/2007	CARTER FAIRLESS	9184955342	CFAIRLE@CITGO.COM	9184954601
N	Y	2006	20060164	2408	HVLS	30755	CITGO PRODUCTS PIPELINE	CITGO PETROLEUM	"6100 S. YALE, PO 3758"	TULSA	TULSA	OK	74102	1293 ELDRIDGE PARKWAY	HOUSTON	HARRIS	TX	77077	0	0	0	109.891	0	109.891	0	0	0	0	0	0	109.891	0	109.891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.939	39.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.952	0	69.939	0	109.891	0	0	0	0	39.952	0	69.939	0	109.891	0	0	0	0	0	0	0	0	0	0	0	0	0	39.952	0	69.939	0	109.891	0	109.891	0	0	Y	0		0	0	0	0	0		0	0	0	0	0	0	644050332	0	0	0	0	39.952	39.952	0	0	79.904	9	9	6	1	1	0.346	0	0	0	0	0	0	0	0	80.25	9	39.952	68.485	0	1.109	0.346	0	0		6/8/2007	6/9/2007	CARTER FAIRLESS	9184955342	CFAIRLE@CITGO.COM	9184954601
Y	N	2006	20060168	2412	PETROLEUM & REFINED PRODUCTS	8166	PPL INTERSTATE ENERGY COMPANY	"PPL GENERATION, LLC"	214 SHOEMAKER RD	POTTSTOWN	MONTGOMERY	PA	19464	TWO NORTH NINTH STREET	ALLENTOWN	LEHIGH	PA	18101	0	0	0	59.559	0	59.559	0	0	0	0	0	0	59.559	0	59.559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.138	0	0	0	0	49.421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.996	0.11	0.388	0.065	59.559	0	0	0	0	0	0	0.061	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0.061	0	59.559	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	0	0	64995000	0	0	49.421	0	49.421	0	98.842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.842	0	0	0	49.421	0	0	0	0		6/11/2007	6/11/2007	WILLIAM T. HATCHETT	6103275342	WHATCHETT@PPLIEC.COM	6103275341
Y	N	2006	20060034	1947	PETROLEUM & REFINED PRODUCTS	31443	"ALON USA, LP"		PO BOX 1311	BIG SPRING	HOWARD	TX	79721	PO BOX 1311	BIG SPRING	HOWARD	TX	79721-    	0	0	0	42	0	42	0	0	0	0	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	42	0	0	0	0	42	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	42	0	42	0	0		0		0	0	0	0	0		0	0	0	0	0	0	0	0	159311334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3/8/2007	3/8/2007	JIMMY MUNN	4322639484	JIMMY.MUNN@ALONUSA.COM	4322639499
Y	N	2006	20060036	1949	CRUDE OIL	31443	"ALON USA, LP"		I-20 & REFINERY ROAD	BIG SPRING	HOWARD	TX	79720	PO BOX 1311	BIG SPRING	HOWARD	TX	79721	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	4	0	0	0	4		0		0	0	0	0	0		0	0	0	0	0	73438610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3/8/2007	3/8/2007	JIMMY MUNN	4322639484	JIMMY.MUNN@ALONUSA.COM	4322639499
N	Y	2006	20060046	2026	HVLS	31375	"AGRIUM US, INC."		227515 E. BOWLES ROAD	KENNEWICK	BENTON	WA	99336  	227515 E. BOWLES ROAD	KENNEWICK	BENTON	WA	99336	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	0	AMMONIA	0	0	0	0	0		0	0	0	0	0	0	340000	340000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		3/30/2007	3/30/2007	W CARTER HOPE	5095865469	WHOPE@AGRIUM.COM	5095865440
Y	N	2006	20060051	2083	HVLS	31875	MERIT ENERGY COMPANY		1510 EAST THOMAS ROAD	KALKASKA	KALKASKA	MI	49646	"13727 NOEL ROAD, SUITE 500"	DALLAS	DALLAS	TX	75240	0	0	0	225	0	225	0	0	0	0	0	0	89.5	0	89.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	225	0	0	0	0	225	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	225	0	225	0	0		0		0	0	0	0	0		0	0	0	0	0	0	414000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0		4/12/2007	4/12/2007	BILL ELLSWORTH	3073282345	BILL.ELLSWORTH@MERITENERGY.COM	
Y	N	2006	20060056	2124	PETROLEUM & REFINED PRODUCTS	12913	"MURPHY OIL USA, INC."	MURPHY OIL CORPORATION	2407 STINSON AVENUE	SUPERIOR	DOUGLAS	WI	54880	200 PEACH STREET	EL DORADO	UNION	AR	71730	0	0	0	6	0	6	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	3	0	1	0	5		0	"LIGHT OIL #21, #22, #23"	3	0	0	0	3		0	0	0	0	0	0	0	0	23956046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0		1/22/2007	4/25/2007	SAMUEL TALARICO	7153988264	SAMTALARICO@MURPHYOILCORP.COM	7153988209
Y	N	2006	20060060	2144	PETROLEUM & REFINED PRODUCTS	31536	"GOLDEN VALLEY ELECTRIC ASSOCIATION, INC."		"758 ILLINOIS ST., PO BOX 71249"	FAIRBANKS	FAIRBANKS	AK	99707						0	0	0	4.6	0	4.6	0	0	0	0	0	0	4.6	0	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	4.6	0	0	0	0	0	2.3	2.3	0	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	4.6	0	4.6	0	0	 	0		0	0	0	0	0		0	0	0	0	0	2117472000	0	0	1586655000	0	0	0	0	0	0	0	0	0	0	0	0	4.6	0	0	0	4.6	0	0	0	0	9.2	0	4.6	4.6	4.6	4.6	4.6	0	0		4/26/2007	4/26/2007	"ALEXANDER S. GAJDOS, PRESIDENT, ENERGIA CURA LLC"	9074523466	ASG@ENERGIACURA.COM	9074524420
