RPTID	OPID	NAME	ACCITY	ACCOUNTY	ACSTATE	ACZIP	MPOST	SURVY	CLASS	SHORE	OFFAREA	BNUMB	OFFST	OCS	IFED	ITYPE	RUPLN	FAT	INJ	PRPTY	OPJUD	STHH	STMN	TELRT	INPRS	MXPRS	MPEST	TEST	DTHH	IDATE	CAUSE	PRTLK	PRTFL	PRTFO	MLKD	MLKDO	PRTSY	PRTSO	PRTYR	NMDIA	THK	SPEC	SMYS	SEAM	VALVE	MANU	MANYR	LOCLK	LOCLO	TELRN	TELID	DOR	LOC	ADESC	DESCO	CAUCR	CAUCO	COAT	PROT	CPYR	CAULK	DMGO	NOTIF	NOTDT	MARK	MRKTP	STAT	CAULC	CAULO	CTEST	TESTD	MED	MEDO	TMPS	LKPS	PNAME	PHONE	NARRATIVE
19850169	21031	VALERO TRANSMISSION CO	COYANOSA	PECOS	TX	79730	 	 	1	No	 	      	  	No	No	OTHER	0	0	0	13000	No	0	30	19850506	0	0	NO DATA	0	530	19850503	OTHER	TRANSMISSION SYSTEM	OTHER	COMP. UNIT 642	OTHER	SOLVENT	COMPRESSOR STATION	 	1972	0	0	 	0	 	 	 	0	ABOVE GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			CHARLES A. FENNER - AREA SUPT	9153368556	PART 3 - EMPLOYEE CLEANING UNIT WITH SOLVENT. SOLVENT IGNITED CAUSING FIRE. FIRE EXTINGUSHED WITHIN 10 MINUTES.
19850173	12684	MONTANA-DAKOTA UTILITIES COMPANY	 	CONVERSE	WY	     	 	 	1	No	 	      	  	Null	No	LEAK	0	0	0	150000	Null	0	50	19841116	437	1000	BY TEST	1500	810	19841116	OTHER	GATHERING SYSTEM	OTHER	FLANGE GASKET	OTHER	FLANGE GASKET	OTHER	GAS PROCESS PLANT	0	0	0	 	0	 	 	 	0	ABOVE GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			W. EYER - ASST MGR	4063655251	"VER VIBRATIONS AT THE ENGINE RELIEF VALUE. THIS VIBRATION RUPTURED THE RELIEF VALVE INLET FLANGE GASKET ALLOWING LIQUID TO ESCAPE, SPRAY ON THE EXHAUST MANIFOLD, AN IGNITE."
19850179	5304	FLORIDA GAS TRANSMISSION CO	SEBASTIAN	INDIAN RIVER	FL	     	762.3	 	1	No	 	      	  	Null	No	RUPTURE	40	0	0	300000	Null	1	50	19850325	935	936	BY TEST	1120	510	19850325	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1959	20	0.25	API 5L X-52	52000	 	 	YOUNGSTOWN	1959	UNDER GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null	MATERIAL	 	Yes	19590101	WATER	 	8	1100	JIMMY D. HARP - ASST CHIEF ENG	3056461213	PIPE SAMPLES CONTAINING THE BREAK AREA HAVE BEEN SENT TO A METALLURGICAL LAB FOR EVALUATION. THE VALVE SECTION CONTAINING THIS FAILURE HAS BEEN RETESTED (FOLLOWING THE BREAK) TO 1192 PSIG WITH ADDITIONAL FAILURES.
19850184	5304	FLORIDA GAS TRANSMISSION CO	CHIPLEY	WASHINGTON	FL	32428	345.7	1190+4	1	No	 	      	  	Null	No	RUPTURE	110	0	0	275000	Null	1	40	19841119	955	975	BY TEST	1200	1830	19841118	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1959	24	0.31	API 5L x 52	52000	 	 	REPUBLIC	1959	UNDER GROUND	 	 			EXTERNALLY	OTHER	STRESS CORROSION CRACKING	OTHER	STRESS CORROSION	COATED	Yes	1959	NO DATA	 	Null		Null	 	Null		 	Null			 			JIMMY D. HARP - ASST CHIEF ENG	3056461213	PART A.6 - BATTELLE MADE FIELD INVESTIGATION. PRELIMINARY INDICATION IS THAT FAILURE IS DUE TO STRESS CORROSION. SAMPLES HAVE BEEN SENT TO LAB FOR ANALYSIS ANDPART3 - IT APPEARS THAT THE FAILURE WAS DUE TO STRESS CORROSION CRACKING.
19850185	5304	FLORIDA GAS TRANSMISSION CO	CITRONELLE	MOBILE	AL	36522	165.46	1935+3	1	No	 	      	  	Null	No	RUPTURE	400	0	0	510000	Null	1	20	19850225	955	975	BY TEST	1075	1700	19850225	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1958	24	0.31	API 5L x 52	52000	 	 	REPUBLIC	1958	UNDER GROUND	 	 			EXTERNALLY	OTHER	STRESS CORROSION CRACKING	OTHER	STRESS CORROSION	COATED	Yes	1958	NO DATA	 	Null		Null	 	Null		 	Null			 			JIMMY D. HARP - ASST CHIEF ENG	3056461213	PART A.6 - BATELLE MADE FIELD INVESTIGATION. PRELIMINARY INDICATION IS THAT FAILURE IS DUE TO STRESS CORROSION. SAMPLES HAVE BEEN SENT TO LAB FOR ANALYSIS AND REPORT.
19850186	21031	VALERO TRANSMISSION CO	 	LA SALLE	TX	     	 	801+13	1	No	 	      	  	Null	No	RUPTURE	30	0	0	9000	Null	2	30	19850603	580	1351	BY CFR 192.619(a)(3)	0	1215	19850603	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1960	8	0.19	API 5LX 42	1831	 	 	 	0	UNDER GROUND	 	 			EXTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	COATED	No	0	NO DATA	 	Null		Null	 	Null		 	Null			 			TERRY EARLEY - MAN. CODES & RECORDS	5122462395	PART A.6 - THE REASON THIS LINE WAS NOT UNDER ADEQUTE PROTECTION WAS DUE TO ONERECTIFIER BEING OUT. THIS UNIT IS SCHEDULED FOR REPLACEMENT AND TWO ADDITIONAL UNITS BE BUILT THIS YEAR.
19850187	2252	CHANNEL INDUSTRIES GAS CO.	BAY CITY	MATAGORDA	TX	     	809K-100+0.00	0+05	1	No	 	      	  	Null	No	OTHER	0	0	0	300	Yes	1	42	19850529	890	1180	BY TEST	1360	1248	19850528	OTHER	TRANSMISSION SYSTEM	OTHER	 	OTHER	"1/16"" ASBESTOS GASKET"	PIPELINE	 	1979	0	0	 	0	 	 	 	0	ABOVE GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			FRED A. SCHMIDT - CHIEF ENG.	7138778716	
19850188	12690	MONTANA POWER CO	 	MISSOULA	MT	59801	37.61	2001+1	1	No	 	      	  	Null	No	OTHER	0	0	0	36000	Null	1	50	19850521	431	647	BY CFR 192.619(a)(3)	0	1010	19850521	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1956	8	0.19	API 5L	35000	ERW	 	CAL-METAL PIPE CORP	1956	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	MARKER POSTS	Yes		 	Null			 			ROGER RAWLS - CHIEF GAS ENG	4067235421	A RIPPER PULLED BY A D-8 TRACTOR TORE A LARGE HOLE IN THE PIPE RESULTING IN A VERY RAPID LOSS OF GAS TO THE ATMOSPHERE
19850190	4280	EL PASO NATURAL GAS CO	MONTEZUMA CREEK	SAN JUAN	UT	     	ANETH PLANT-COMP BLG	 	3	No	 	      	  	Null	No	RUPTURE	0	0	0	0	Yes	1	0		250	0	NO DATA	0	2200	19850524	OTHER	NO DATA	FITTING	BLIND FLANGE	STEEL	 	COMPRESSOR STATION	 	0	4	0.24	API 5L GR. B	3687	 	 	ROCKWELL	0	OTHER	BASEMENT OF COMPRESSOR BL	 					 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			H.W. RAY - VP	9155415231	"AN EXPLOSION OCCURED ON THE MAIN STARTING AIR HEADER. SOURCE OF IGNITION AND CAUSE OF RUPTURE HAS NOT BEEN DETERMINED AT THIS TIME.PART 4.1 - STARTING AIR SYSTEM     4.2 - BODY OF PIPE, VALVE, FITTING"
19850191	11680	LONE STAR GAS CO	MADISONVILLE	MADISON	TX	     	 	407+51	1	No	 	      	  	Null	No	LEAK	0	0	0	3800	No	8	30	19850516	280	500	BY CFR 192.619(a)(3)	0	1130	19850516	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1940	3	0.22	A	30000	 	 	 	0	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	Yes	19850430	Yes	PAINTED POSTS &P/L MARKER	No		 	Null			 			J.L. SALMON - SUPT	2145382171	OUTSIDE FORCES DAMAGED 3-INCH LINE WHILE LAYING TELEPHONE LINE AND DID NOT REPORT DAMAGE UNTIL LATER. LINE BEGAN LEAKING 5/16/85
19850195	15952	PUBLIC SERVICE ELECTRIC AND GAS COMPANY	NEWARK	ESSEX	NJ	07101	700' S. OF DELANCY S	 	4	No	 	      	  	Null	No	RUPTURE	6	0	0	80000	Yes	1	8	19850611	478	600	BY TEST	916	1122	19850611	DAMAGE BY OUTSIDE FORCE	TRANSMISSION LINE OF DISTRIBUTION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1953	16	0.31	5LX42	42000	 	 	 	0	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	ABOVE GROUND LINE MARKERS	Yes		 	Null			 			R.M. WHITE = PE GEN MGR	2014307797	"AT SOMETIME PREVIOUS AND UNKNOWN TO THIS COMPANY THE PIPE WAS DAMAGED BY EXCAVATING EQUIPMENT AS VERIFIED BY INDENTATINS ON THE PIPE. RUPTURE, HOWEVER, DID NOTOCCUR UNTIL THIS DATE."
19850196	8118	INDUSTRIAL GAS TRANS. CO.	WAXAHACHIE	ELLIS	TX	75165	518+21	 	3	No	 	      	  	Null	Null	LEAK	0	0	0	1590	Null	1	15	19850521	300	0	BY TEST	1700	1630	19850520	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	0	6	0.19	AP15LX	0	 	 	 	0	UNDER GROUND	 	 					 		 		Null		OPERATOR ACTION	 	No		Yes	MARKERS	Null		 	Null			 			 	0000000000	"CITY OF WAXAHACHIE, TEXAS WATER DEPARTMENT WAS EXCAVATING FOR INSTALLATION OF SEWER AND STRUCK IGT 6"" LINE SEVERAL TIMES WITH CASE BACKHOE BUCKET BLADE."
19850200	19325	TEXAS UTILITIES FUEL CO	 	NAVARRO	TX	     	K-P	 	1	No	 	      	  	Null	No	LEAK	0	0	0	0	Yes	2	22	19850606	550	1155	NO DATA	0	1700	19850606	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1968	6	0.19	X42	1977	 	 	INTERLAKE	1968	UNDER GROUND	 	 			INTERNALLY	LOCALIZED PITTING	 	OTHER	INTERNAL CORROSION	COATED	Yes	1968	NO DATA	 	Null		Null	 	Null		 	Null			 			BILLY G. BROWN - LEAD OPER	8177393031	PITTED FROM THE INSIDE OUT FROM CORROSION.
19850201	603	ARKANSAS LOUISIANA GAS CO (ARKLA GAS CO)	BAUXITE	SALINE	AR	72011	57499	 	3	No	 	      	  	Null	No	OTHER	0	0	0	0	Yes	1	50	19850609	80	300	BY TEST	1500	1145	19850609	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	0	0	0	 	0	 	 	 	0	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	MARKERS BOTH SIDE OF DMDG	Yes		 	Null			 			PHIL LADERS - OPER ENG	3182262700	OPERATOR OF D-9 DOZER FOR ALCOA MINING BECAME STUCK ON R.O.W. HE LOWERED RIPPERFOOT AND CUT INTO LINE AM-25.
19850204	12414	MICHIGAN GAS STORAGE CO.	REDDING	CLARE	MI	49655	 	 	1	No	 	      	  	Null	No	LEAK	0	0	0	0	Yes	0	10		465	788	BY CFR 192.619(a)(3)	0	915	19850531	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1950	2	0.15	API5L GRADE B	35000	 	 	UNKNOWN	1950	UNDER GROUND	 	 			INTERNALLY	LOCALIZED PITTING	 	OTHER	UNKNOWN	COATED	Yes	1952	NO DATA	 	Null		Null	 	Null		 	Null			 			G.W. JOHNSON - SUPT-ADMIN SYSTEMS	5177881891	"DURING ROUTINE SURVEILLANCE, OBSERVED SAND HUMPED UP AND BLOWING IN WELLLEAK LOCATED APPROX. 250' SOUTH OF WELL. LINE COATED WITH #7 WAX WRAPPER.REPLACED APPROX. 8' OF PIPE AND COATED WITH TAPECOAT #20.PART A - METALLURGY LABORATORY IS PERFORMING AN ANALYSIS OF THIS PIPE SECTION TO DETERMINE CAUSE. NO OTHER CORROSION ACTIVITY WAS EVIDENT INTERNALLY OR EXTERNALLY. THE PIPE COATING WAS INTACT."
19850207	1472	BLACK MARLIN PIPELINE CO	BOLIVAR	GALVESTON	TX	     	 	003+55	0	Yes	 	136	TX	Yes	No	LEAK	0	0	0	250000	Null	0	0	19850611	635	1218	BY CFR 192.619(a)(3)	0	1600	19850611	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1966	16	0.5	API 5L	52000	 	 	U.S. STEEL	1966	NO DATA	 	 			INTERNALLY	GENERAL CORROSION	 	GALVANIC	 	COATED	Yes	1965	NO DATA	 	Null		Null	 	Null		 	Null			 			TERRANCE W. DOYLE	7136546948	
19850208	3260	DELTA NATURAL GAS CO INC	PINEVILLE	BELL	KY	40977			3	No				Null	No	LEAK	0	0	0	0	Yes	3	0	19850614	340	425	BY CFR 192.619(a)(3)	0	130	19850614	OTHER	TRANSMISSION SYSTEM	MECHANICAL JOINT		STEEL		PIPELINE		1968	8	0.19	API 5L GRADE B	0	SEAMLESS			0	UNDER GROUND		 		19850709							Null		NO DATA		Null		Null		Null			Null						GEORGE S BILLINGS - MGR GAS SUPPLY	6067446171	"PINEVILLE, KY, DELTA NATURAL GAS COMPANY, INC., WAS REQUIRED TO RELOCATE ITS EXISTING LINES AND TOWN BORDER STATION. SOME OF THE WORK WAS COMPLETED IN 1983 ANDTHE REMAINING WORK WAS SCHEDULED TO BE COMPLETED IN 1985. WORK COMMENCEDON APRIL 30, 1985, CASING WAS INSTALLED UNDER THE FLOODWALL AND 4"" PLASTIC LINE WAS LAID FROM THE NEW REGULATOR STATION TO AN EXISTING 6"" LINE. DURING CONSTRUCTION BY DELTA'S CREWS, THEY WERE ADVISED THATA DRESSER COUPLING WAS ON THE SECTION OF 8""TRANSMISSION LINE SCHEDULED TO BE REPLACED. ON MAY 22, 1985 THE CREW TUNNELED BACK TO THE DRESSER COUPLING TO LOCATE IT, BUT DID NOT UNCOVER IT. THEY PLANNED TOABANDON THAT SECTION OF LINE AT THE CLOSE OF THE PROJECT. NO OTHER WORK WAS DONE IN THE IMMEDIATE AREA OF THE OUTRAGE PRIOR TO JUNE 14, 1985. AT 1:30 A.M. ON JUNE 14, 1985 THE 8"" LINE FAILED DUE TO THE 8"" PIPE PULLING OUT OF THE MECHANICALCOUPLING. THERE WERE NO INJURIES AND THE DAMAGE TO FACILITIES WAS MINIMAL. THE MAXIMUM ALLOWABLE OPERATING PRESSURE WAS 425 PSIG. THE LINE WAS OPERATING AT A PRESSURE OF 340 PSIG AT THE TIME OF THE FAILURE."
19850210	8200	INTRATEX GAS COMPANY OPERATOR FOR OASIS PIPE COMPA	PRAIRIE LEA	CALDWELL	TX	     	 	 	1	No	 	      	  	Null	No	LEAK	0	0	0	5000	Null	0	2	19850627	125	300	BY TEST	450	1530	19850626	OTHER	TRANSMISSION SYSTEM	MECHANICAL JOINT	 	STEEL	 	COMPRESSOR STATION	 	1969	0	0	 	0	 	 	 	0	ABOVE GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			JAMES C. GOOD -	7136546751	"COMPRESSOR WAS BEING STARTED. THE SEPARATED LINE DISCHARGED GAS INTO THE COMPRESSOR BUILDING AND THE GAS WAS IGNITED, CAUSING A FIRE WHICH WAS EXTINGUISHED WITHIN 1 1/2 MINUTES BY THE ACTIVATION OF THE ESD SYSTEM."
19850211	22365	WESTAR TRANSMISSION CO	DENVER CITY	YOAKUM	TX	79323	 	14545	1	No	 	      	  	Null	No	OTHER	0	0	0	11000	Null	3	30	19850705	200	500	BY TEST	1250	800	19850705	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	0	12.75	0.22	API 5L X-52	1786	 	 	 	0	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	PERMANENT PIPELINE MARKER	No		 	Null			 			JOHN FRENTRESS - DIV TRANS FOREMAN	8067073037	"MABEE PETROLEUM CORP. HIRED WEST ENGINEERING OUT OF HOBBS TO SURVEY WELL LOCATION, THEN IN TURN HIRED BUTCH'S RAT HOLE AND ANCHOR SERVICE TO DRILL RAT HOLE, WHILE DRILLING RAT HOLE - PUNCTURED CABOT'S (WESTAR) 12"" FROM SHELL WASSON TO LEVELLAND."
19850212	13750	NORTHERN NATURAL GAS CO	DE SMET	KINGSBURY	SD	57231	0.07	3+58	1	No	 	      	  	Null	No	LEAK	0	0	0	0	Yes	0	10	19850617	600	800	BY CFR 192.619(a)(3)	0	1100	19850617	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1957	3	0.22	 	35000	 	 	REPUBILIC	1957	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	Yes	19850616	Yes	CAUTION SIGNS	Yes		 	Null			 			TIL FORD VIK - DIR P/L ENGINEERING	4026334812	
19850213	13750	NORTHERN NATURAL GAS CO	HANDCOCK	STEVENS	MN	56244	9.4	496+32	1	No	 	      	  	Null	No	RUPTURE	2	0	0	50000	Null	0	10	19850701	650	1045	BY TEST	1182	1200	19850628	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1967	6	0.16	API 5LX	42000	ERW	 	TEX TUBE	1967	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	CAUTION SIGNS	Yes		 	Null			 			TILFORD VIK - DIR P/L ENG	4026334812	
19850214	21031	VALERO TRANSMISSION CO	CORPUS CHRISTI	NUECES	TX	     	3.7	 	3	No	 	      	  	Null	Null	LEAK	0	0	0	10000	Null	6	0	19850609	685	863	BY TEST	1305	715	19850609	CORROSION	TRANSMISSION SYSTEM	NO DATA	 	STEEL	 	PIPELINE	 	1953	10	0.2	API FL X 46	1737	 	 	UNKNOWN	0	UNDER GROUND	 	 			NO DATA	NO DATA	 	NO DATA	 	NO DATA	Null	0	NO DATA	 	Null		Null	 	Null		 	Null			 			TERRY EARLEY - MGR CODES & RECORDS	5122462395	"THIS INCIDENT WAS DUE TO A LEAK ON OUR REFERENCED PIPELINE BETWEEN I.H. 37 AND THE ACCESS ROAD NEAR CORPUS CHRISTI. WE HAVE NOT RECEIVED APPROVAL FROM THE TEXAS HOGHWAY DEPARTMENT TO EXCAVATE IN THEIR RIGHT-OF-WAY, SO WE HAVE NOT BEEN ABLETO DETERMINE THE CAUSE OF THIS LEAK. THE APPARENT CAUSE IS INTERNAL CORROSION."
19850215	21031	VALERO TRANSMISSION CO	RURAL	ARANSAS	TX	     	4.0	 	1	No	 	      	  	Null	No	LEAK	0	0	0	3000	Null	3	0	19850615	65	98	BY CFR 192.619(a)(3)	0	1805	19850615	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1951	14	0.28	 	963	 	 	 	0	UNDER GROUND	 	 			EXTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	COATED	Yes	1969	NO DATA	 	Null		Null	 	Null		 	Null			 			TERRY EARLEY - MGR CODES & RECORDS	5122462395	PART A - CATHODIC PROTECTION INSTALLED PRIOR TO 1969. WE DO NOT HAVE RECORDS FOR THIS LINE BEFORE 1969.
19850218	7605	HOUSTON PIPELINE CO	SOUTH HOUSTON	HARRIS	TX	     	 	20+39	0	No	 	      	  	Null	No	LEAK	0	0	0	1000	Null	1	0	19850717	400	560	NO DATA	0	1630	19850617	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	WELD	GIRTH	STEEL	 	PIPELINE	 	1941	6	0.22	 	35000	 	 	 	0	UNDER GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null	CONSTRUCTION	WELD	Yes	19850604	WATER	 	8	950	TERRANCE W. DOYLE	7136546948	PART C - AN ORIGINAL ACETYLENE BUTT WELD LEAKED.
19850219	11680	LONE STAR GAS CO	KERRVILLE	KERR	TX	     	4	213+03	2	No	 	      	  	Null	No	LEAK	0	0	0	7941	Null	1	5	19850624	310	350	BY CFR 192.619(a)(3)	0	0	19850624	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1950	6	0.28	API5L	30000	 	 	 	0	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	LSG. CO. SIGNS	No		 	Null			 			J.C. GRUBBS - LEAD OPER	8176471046	LINE HIT BY FRONT-END LOADER.
19850220	19325	TEXAS UTILITIES FUEL CO	 	NAVARRO	TX	     	K-9	 	1	No	 	      	  	Null	No	RUPTURE	12	0	0	0	Yes	1	15	19850619	680	1155	BY CFR 192.619(a)(3)	0	1110	19850619	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1968	6	0.19	API 5LX42	1977	 	 	INTERLAKE	1968	UNDER GROUND	 	 			INTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	COATED	Yes	1968	NO DATA	 	Null		Null	 	Null		 	Null			 			BROWN BILLY G. - LEAD OPER	8177393300	"BLOW-OUT ON 6"" LINE NORTH MILE MARKER K-9 ABOUT 6,000 FEET BETWEEN TO LEAKS REPAIRED AND WEEK BEFORE."
19850222	12408	MICHIGAN CONSOLIDATED GAS CO (MICHCON)	MILFORD	OAKLAND	MI	48042	MP 4.49	237+07	1	No	 	      	  	Null	No	LEAK	0	0	0	940000	Null	0	2	19850607	821	1000	BY TEST	1900	28	19850607	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	FITTING	NIPPLE	STEEL	 	COMPRESSOR STATION	 	1981	1	0.18	API 5L GR. B	32	 	 	 	0	OTHER	BASEMENT OF COMP. ST.	 					 		 		Null		NO DATA	 	Null		Null	 	Null	MATERIAL	 	Yes	19800910	NO DATA	 	24	1900	BRUCE J. NIEMAN - SUPR	3132566615	"A 1"" DRAIN CONNECTION ON A COMPRESSOR DISCHARGE BOTTLE FAILED IN THE THREAD AREA OF A PIPE NIPPLE. THE BUILDING FILLED WITH GAS AND AN EXPLOSION ESUED. CAUSE OF IGNITION UNKNOWN."
19850227	5304	FLORIDA GAS TRANSMISSION CO	POMPANO BEACH	BROWARD	FL	33441	865.934	430603	1	No	 	      	  	Null	No	RUPTURE	8	0	1	90000	Null	1	0	19850629	625	866	BY TEST	1300	1523	19850629	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1959	18	0.25	API 5L	52000	 	 	YOUNGTOWN	1959	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	PIPELINE EXPSED FOR CONTR	Yes		 	Null			 			JIMMY D. HARP - ASST CHIEF ENG	3056461213	"CONTRACTOR EMPLOYEE WORKING TOO CLOSE TO PIPELINE WITH LARGE RUBBER-TIRED FRONTEND LOADER. BELIEVED TO BE BACKFILLING AROUND 48"" STORM DRAIN WHICH CROSSED UNDERNEATH OUR PIPELINE. APPARENTLY GOT TOO CLOSE AND TRAILER FELL IN ON OUR EXPOSED PIPELINE."
19850228	405	ANR PIPELINE CO (AMERICAN NATURAL RESOURCE)	 	 	TX	     	 	 	0	Yes	H.I.	285	  	Yes	No	LEAK	0	0	0	130000	Null	0	5	19850625	1000	1440	BY TEST	2160	630	19850625	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1980	10	0.37	API 5LX	52000	 	 	 	1980	UNDER WATER	185' WATER DEPTH	 			EXTERNALLY	OTHER	PIN HOLE LEAK	OTHER	INDETERMINABLE	COATED	Yes	1980	NO DATA	 	Null		Null	 	Null		 	Null			 			ROBERT J. LECZNAR - MGR REGS & PROC	3134962456	"PART A - CORROSION OCCURED ON CAD WELD OF ANODE TO PIPELINE, SUSPECTED DAMAGE OCCURED DURING CONSTRUCTION LAY OR BURY OPERATIONS."
19850231	22365	WESTAR TRANSMISSION CO	 	RANDALL	TX	     	 	1077+2	1	No	 	      	  	Null	No	OTHER	0	0	0	10000	Null	1	30	19850709	305	655	BY TEST	795	800	19850709	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1963	20	0.25	API 5L GRX42	1050	 	 	 	0	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	SIGN ON CASING VENT 25'	No		 	Null			 			H D DYSON - DIV TRAS FOREMAN	8063736042	"ROD BUILDING CONTRACTOR HIT 20"" PIPELINE INSIDE A 26"" CASING, RIPPING CASING AND CREASING 20"" PIPE, CAUSING SMALL LEAK. CASING WAS INSTALLED TO HIGWAY STANDARDS , BUT A MISTAKE ON GRADES CAUSED DITCH TO BE DUG TOO DEEP. HIGHWAY DEPT. ACCEPTED RESPONSIBILITY FOR INCIDENT."
19850234	7605	HOUSTON PIPELINE CO	 	FORT BEND	TX	     	 	438+06	1	No	 	      	  	Null	No	LEAK	0	0	0	10000	Null	0	0	19850714	125	1440	BY TEST	2175	1830	19850714	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	VALVE	 	STEEL	 	PIPELINE	 	1985	0	0	 	0	 	 	 	0	OTHER	EXPOSED PIPELINE DITCH	 					 		 		Null		NO DATA	 	Null		Null	 	Null	MATERIAL	"2"" ORBIT BALL VALVE-ANSI CLASS 600 TE X TE"	Yes	19850603	WATER	 	0	2175	JAMES C. GOOG - MGR SPEC PROJ	7136546751	PART C - THE THREADS OF THE VALVE LEAKED. THE VALVE IS OWNED BY THE SUBCNTRACTOR WHO WAS PERFORMING THE STOPPEL AND BYPASS ON THE PIPELINE.
19850235	5151	FERGUSON CROSSING PIPELINE COMPANY	DEANVILLE	BURLESON	TX	     	FM60	 	1	No	 	      	  	Null	No	OTHER	0	0	0	100	Yes	0	15	19850628	50	915	BY TEST	1373	1200	19850627	OTHER	GATHERING SYSTEM	FITTING	"WELDING ""T"""	STEEL	 	PIPELINE	 	0	8.63	0.19	API 5LX42	142000	 	 	 	0	OTHER	OPEN DITCH	 					 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			MICHAEL HOWETH	8173251321	N PIPE IGNITED CAUSING GRASS TO IGNITE.
