RPTID	YR        	LOG       	NAME      	OPID      	STADD     	CITY      	COUNT     	ST        	ZIP       	HSTAD     	HCITY     	HCNTY     	HST       	HZIP      	STOP      	B1M_1     	B1M_2     	B1M_3     	B1M_4     	B1M_5     	B1M_6     	B1M_7     	B1M_8     	B1M_9     	B1M_10    	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1       Integer	DIM_2       Integer	DIM_3       Integer	DIM_4       Integer	DIM_5       Integer	DIM_6       Integer	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1       Integer	DIS_2       Integer	DIS_3       Integer	DIS_4       Integer	DIS_5       Integer	DIS_6       Integer	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM1	CS1	TM1	TS1	OM1	OS1	CDM1	CDS1	MDM1	MDS1	OTHM1	OTHS1	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19950352	95	352	"NORAM GAS TRANSMISSION, A NorAm Energy Company    "	602	525 MILAM STREET-P.O. BOX 21734         	SHREVEPORT               	CADDO                    	LA	71151	                                        	                         	                         	  	     	AR LA TX OK                             	501	148	1995	9284	5758	790	0	0	0	0	18476	66120	60960	53438	388811	197062	0	0	0	0	0	766391	0	7824	2851	1050	150	53	11928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	343	150	23	2	790	0	220	45	0	0	0	265	0	4485	971	31	0	0	5487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12801	4216	1231	173	55	18476	25	0	381032	164263	24028	5	1	569329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190188	6807	28	39	0	197062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571220	171070	24056	44	1	766391	494	1649	223	133	118	60	467	761	388	1122	467	2640	915	0	2		RAYMOND MORRISON                                            	3184292667	3/19/1996	
19950353	95	353	ORLANDO HOUSING AUTH                              	7510	300 REEVES COURT                        	ORLANDO                  	ORANGE                   	FL	32801	                                        	                         	                         	  	     	FL                                      	0	0	0	1	11	0	0	0	1	0	13	0	0	0	52	1118	0	0	0	0	0	1170	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	12	0	1	0	0	13	0	0	52	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118	0	0	0	0	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0		RAY CORNELL - CENTRAL MAINTENANCE DIRECTOR                  	4076480002	3/19/1996	12/13/1996
19950354	95	354	MOBILE GAS CO INC                                 	12637	4110 UNIVERSITY BLVD COURT              	JACKSONVILLE             	DUVAL                    	FL	32217	                                        	                         	                         	  	     	FL                                      	0	0	4	3	3	0	0	0	0	0	10	0	0	263	126	454	0	0	0	0	0	843	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	44	0	108	0	0	0	0	108	0	0	0	0	0	0	0	0	196	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	454	0	0	0	0	0	0	0	0	85	0	0	0	0	85	0	0	0	0	0	0	0	0	843	0	0	0	0	843	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1		MACK HACKER - VICE PRESIDENT                                	9047339533	3/19/1996	
19950355	95	355	SOUTH COAST GAS CO INC                            	18416	P.O. BOX 470                            	RACELAND                 	LAFOURCHE                	LA	70394	                                        	                         	                         	  	     	LA                                      	0	0	0	436	137	0	0	0	0	0	573	0	0	0	17521	3857	0	0	0	0	0	21378	0	374	62	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	30	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	92	0	0	0	573	0	0	17516	4	1	0	0	17521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3839	18	0	0	0	3857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21355	22	1	0	0	21378	1	36	1	38	0	0	0	0	0	0	16	838	0	0	0.58		JACQUES J. ROTOLO                                           	5045375281	3/19/1996	
19950356	95	356	ARLINGTON NATURAL GAS CO                          	666	108 S. MAIN ST                          	VAN BUREN                	HANCOCK                  	OH	45889	                                        	                         	                         	  	     	OH                                      	6	0	7	16	32	0	0	0	0	0	61	541	0	24	123	823	0	0	0	0	0	1511	0	11	18	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	9	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	27	0	0	0	61	30	0	606	82	0	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822	1	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1428	83	0	0	0	1511	6	13	0	4	0	0	0	0	0	0	3	37	11	0	1.7		G. MICHAEL POOLE - SEC/TREAS                                	4192993330	3/19/1996	
19950357	95	357	NORTHERN UTILITIES INC (ME)                       	13795	1075 FOREST AVE                         	PORTLAND                 	CUMBERLAND               	ME	4103	325 WEST STREET                         	PORTSMOUTH               	ROCKINGHAM               	NH	3801	ME                                      	6	47	0	44	125	159	0	0	0	0	381	1544	1176	0	984	11092	0	0	8	0	0	14804	0	25	14	55	3	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	39	10	4	159	0	0	0	0	0	0	0	0	51	40	34	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	160	128	13	4	381	55	0	888	2728	39	49	0	3704	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5836	5056	179	21	0	11092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6724	7792	218	70	0	14804	21	19	11	16	6	1	0	0	6	2	55	4	0	0	2.11		OLIVA G GOREY - TECHNICAL SERVICES                          	2077978002	3/19/1996	
19950358	95	358	"HORNBECK GAS DEPT, CITY OF                        "	7360	P.O. BOX 129 HWY 171                    	HORNBECK                 	VERNON PARISH            	LA	71439	                                        	                         	                         	  	     	LA                                      	0	0	0	80	7	0	0	0	0	0	87	0	0	0	820	70	0	0	0	0	0	890	0	40	36	4	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	36	4	0	0	87	20	0	795	25	0	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	25	0	0	0	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1		WILLIAM R. MOATS - MAINTENANCE SUPERVISOR                   	3185654659	3/19/1996	
19950359	95	359	CASCADE MUNICIPAL UTIL                            	2124	201 PIERCE ST. SW.                      	CASCADE                  	DUBUQUE                  	IA	52033	                                        	                         	                         	  	     	IA                                      	0	0	0	12	3	0	0	0	0	0	15	0	0	0	419	326	0	0	0	0	0	745	0	9	3	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	15	85	0	400	19	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	1	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	20	0	0	0	745	0	0	1	2	0	0	0	0	1	2	0	0	0	0	3.7		SHERRIE RIES                                                	3198523614	3/19/1996	
19950360	95	360	"WOODVILLE, CITY OF                                "	22873	113 NORTH CHARLTON                      	WOODVILLE                	TYLER                    	TX	75979	                                        	                         	                         	  	     	TX                                      	0	0	0	7	34	0	0	0	0	0	41	0	0	0	53	1108	0	0	0	0	0	1161	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	20	8	3	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	18	3	0	0	41	50	0	50	1	2	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	68	0	1037	3	0	0	0	1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1155	4	2	0	0	1161	0	16	0	0	0	0	0	0	0	0	0	12	0	0	7.3		DONALD W. SHAW - CITY MANAGER                               	4092832234	3/19/1996	4/30/1997
19950361	95	361	"EAST FELICIANA PARISH, GAS UTIL DIST # 1 OF       "	6225	PO BOX 39 - 6509 SYCAMORE               	WILSON                   	EAST FELICIANA           	LA	70789	                                        	                         	                         	  	     	LA                                      	0	0	0	32	2	0	0	0	1	0	35	0	0	0	687	12	0	0	0	50	0	749	0	18	14	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	14	0	0	0	35	0	0	684	3	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	3	0	0	0	749	0	0	0	0	3	8	0	0	0	0	0	0	5	0	3		"ANCIL CARRUTH, JR - MGR.                                    "	5046295341	3/19/1996	
19950362	95	362	AFTON PUBLIC WORKS AUTHORITY (APWA)               	30507	P.O. BOX 250                            	AFTON                    	OTTAWA                   	OK	74331	                                        	                         	                         	  	     	OK                                      	0	0	0	23	1	0	0	0	0	0	24	0	0	0	497	8	0	0	0	0	0	505	0	15	8	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	0	0	0	24	75	0	496	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	6	0	0	0	505	0	0	0	3	0	0	0	0	0	0	0	10	0	0	1.2		BILLY M. HARRISON - CHAIRMAN                                	9182574304	3/19/1996	7/15/1996
19950363	95	363	FORAKER GAS CO                                    	5350	420 S. STATE STREET  P.O. BOX 537       	NEW LEXINGTON            	PERRY                    	OH	43764	                                        	                         	                         	  	     	OH                                      	2	0	0	0	9	0	0	0	0	0	11	1	0	0	0	57	0	0	0	0	0	58	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	11	20	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	15	3	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	15	4	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		DANIEL G.FORAKER - PRESIDENT                                	6143422852	3/19/1996	
19950364	95	364	GLOSTER MUNICIPAL GAS SYSTEM                      	6410	PO BOX 1019                             	GLOSTER                  	AMITE                    	MS	39638	                                        	                         	                         	  	     	MS                                      	0	0	0	15	0	0	0	0	0	0	15	0	0	0	540	0	0	0	0	0	0	540	0	8	4	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	2	0	0	15	80	0	529	10	1	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	10	1	0	0	540	0	0	0	0	0	0	0	0	0	37	0	0	2	0	1.5		HARPER SIMMONS - GENERAL SUPERINTENDENT                     	6012254216	3/19/1996	5/1/1997
19950365	95	365	ALBANY WATER GAS & LIGHT COMMISSION               	234	916 N. FRONT STREET                     	ALBANY                   	DOUGHERTY                	GA	31702	P. O. BOX 1788                          	ALBANY                   	                         	GA	31703	GA                                      	0	0	0	376	0	0	0	0	0	0	376	0	0	0	20004	0	0	0	0	0	0	20004	0	246	86	43	1	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	86	43	1	0	376	0	0	19896	90	16	2	0	20004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19896	90	16	2	0	20004	7	27	3	16	0	0	4	4	0	1	0	0	0	0	2		GARY WHITFIELD - GAS DIRECTOR                               	9128838330	3/19/1996	
19950366	95	366	"CENTURY, TOWN OF                                  "	2227	7995 N. CENTURY BLVD                    	CENTURY                  	                         	FL	32535	P.O. DRAWER 790                         	CENTURY                  	                         	FL	32535	FL                                      	0	61	0	5	9	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	57	4	5	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	9	6	0	0	75	100	0	919	4	0	0	0	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	4	1	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1179	8	1	0	0	1188	0	6	0	13	0	0	0	2	0	5	0	9	0	0	5		EDDIE HAMMOND - SUPERVISOR                                  	9042563208	3/19/1996	
19950368	95	368	"VERNON PARISH, GAS UTIL DIST # 1 OF               "	6235	P.O. BOX 346 - 12863 HWY. 10            	PITKIN                   	VERNON                   	LA	70656	                                        	                         	                         	  	     	LA                                      	0	0	0	0	1	0	21	0	0	0	22	0	0	0	420	0	0	0	0	0	0	420	0	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	22	30	0	0	0	0	0	0	0	0	420	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	420	4	0	0	0	0	6	0	0	0	1	0	0	1	0	1		DIANNE THOMPSON                                             	3183585426	3/19/1996	
19950369	95	369	"BLACKSBURG NATURAL GAS SYSTEM, TOWN OF            "	1496	200 OSEE ST                             	BLACKSBURG               	CHEROKEE                 	SC	29702	"303 W PINE ST., P.O. BOX 487            "	BLACKSBURG               	CHEROKEE                 	SC	29702	SC                                      	0	0	0	16	11	0	0	0	0	0	27	0	0	0	75	549	0	0	0	0	0	624	0	12	4	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	0	0	0	27	60	0	68	7	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	9	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	16	0	0	0	624	2	2	2	1	0	0	0	0	0	0	0	0	0	0	2		RANDY MCDOWELL - PUBLIC WORKS SUPERVISOR                    	8648392458	3/19/1996	
19950370	95	370	"ELBERTON NATURAL GAS SYSTEM, CITY OF              "	4310	P.O. BOX 525                            	ELBERTON                 	ELBERT                   	GA	30635	                                        	                         	                         	  	     	GA                                      	0	0	25	67	43	0	0	0	0	0	135	0	0	321	2896	831	0	0	365	0	0	4413	0	54	6	32	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	38	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	6	32	0	0	135	100	0	3198	17	2	0	0	3217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	145	0	685	0	1	0	0	686	0	0	0	0	0	0	0	0	365	0	0	0	0	365	0	0	0	0	0	0	0	0	4393	17	3	0	0	4413	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0		JAMES A. ADAMS - SUPERINTENDENT                             	7062833205	3/19/1996	3/28/1996
19950371	95	371	ARGYLE MUNICIPAL GAS SYSTEM                       	585	PO BOX 288                              	ARGYLE                   	MARSHALL                 	MN	56713	                                        	                         	                         	  	     	MN                                      	0	0	0	7	1	0	0	0	0	0	8	0	0	0	210	19	0	0	0	0	0	229	0	6	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	8	75	0	210	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	229	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9		TIMOTHY URBANIAK - CITY CLERK                               	2184376621	3/19/1996	7/15/1996
19950372	95	372	"JACKSONVILLE, CITY OF -  DEPT OF HUD              "	9060	1085 GOLFAIR BOULEVARD                  	JACKSONVILLE             	DUVAL                    	FL	32209	                                        	                         	                         	  	     	FL                                      	0	0	0	2	0	0	0	0	0	0	2	0	0	0	200	0	0	0	0	0	0	200	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	10	0	0	200	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0		LARRY B. FORSHEE                                            	9047651041	3/19/1996	
19950373	95	373	SHEFFIELD GAS DEPARTMENT                          	18252	221 N. COLUMBIA AVE                     	SHEFFIELD                	COLBERT                  	AL	35660	300 N. NASHVILLE AVE                    	SHEFFIELD                	                         	AL	35660	AL                                      	0	0	0	10	50	27	2	0	0	0	89	0	0	0	129	4011	0	0	0	0	0	4140	0	9	1	0	0	0	10	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	6	13	8	0	0	27	0	0	0	0	0	0	0	0	31	12	7	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	26	17	0	0	89	100	0	109	19	1	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	3	2	1	0	4011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114	22	3	1	0	4140	1	0	0	5	0	0	1	2	1	5	0	0	1	0	1.4		DENNIS HUDSON                                               	2053892045	3/19/1996	
19950374	95	374	"ST PETERSBURG HOUSING AUTH, CITY OF               "	7535	325 MARTIN LUTHER KING STREET SO.       	SAINT PETERSBURG         	PINELLAS                 	FL	33705	                                        	                         	                         	  	     	FL                                      	0	2	0	0	0	0	0	0	0	0	2	0	446	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	446	0	8	0	0	1	0	0	0	0	0	0	5	14	0	0		OUSMAN ALI                                                  	8138212211	3/19/1996	
19950375	95	375	"PENDER MUNICIPAL GAS DEPT, VILLAGE OF             "	15217	416 MAIN ST.                            	PENDER                   	THURSTON                 	NE	68047	                                        	                         	                         	  	     	NE                                      	0	0	0	10	0	0	0	0	0	0	10	0	0	0	160	429	0	0	0	0	0	589	0	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	11	70	0	149	11	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	6	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	17	0	0	0	589	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1		FRANKLIN L. FENDENT - GAS SUPT.                             	4023853121	3/19/1996	
19950376	95	376	"FAIRHOPE GAS SYSTEM, CITY OF                      "	5040	555 SOUTH SECTION STREET                	FAIRHOPE                 	BALDWIN                  	AL	36532	P.O. BOX 429                            	FAIRHOPE                 	                         	AL	36533	AL                                      	0	0	0	277	83	9	0	0	0	0	369	1245	0	0	3360	1708	0	0	0	0	0	6313	0	134	51	92	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	80	3	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	54	101	0	0	369	200	0	4605	0	0	0	0	4605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1708	0	0	0	0	1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6313	0	0	0	0	6313	1	3	0	0	3	4	0	0	2	3	0	0	0	0	4		STEVE SEAY - SUPERINTENDENT                                 	3349288003	3/19/1996	7/15/1996
19950377	95	377	GETTY GAS GATHERING CO                            	6349	701 EAST BELMONT AVENUE                 	AUGUSTA                  	BUTLER                   	KS	67010	                                        	                         	                         	  	     	KS                                      	0	0	0	1	30	0	0	0	0	0	31	0	0	0	252	138	0	0	0	0	0	390	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	26	3	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	4	0	0	0	31	0	0	239	11	2	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	125	1	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	136	3	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.3		DOUGLAS B. DOWDY - PIPELINE MANAGER                         	3167756091	3/19/1996	5/1/1997
