RPTID	YR        	NAME      	OPID      	STADD     	CITY      	COUNT     	ST        	ZIP       	HSTAD     	HCITY     	HCNTY     	HST       	HZIP      	STOP      	B1M_1     	B1M_2     	B1M_3     	B1M_4     	B1M_5     	B1M_6     	B1M_7     	B1M_8     	B1M_9     	B1M_10    	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1       Integer	DIM_2       Integer	DIM_3       Integer	DIM_4       Integer	DIM_5       Integer	DIM_6       Integer	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1       Integer	DIS_2       Integer	DIS_3       Integer	DIS_4       Integer	DIS_5       Integer	DIS_6       Integer	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM1	CS1	TM1	TS1	OM1	OS1	CDM1	CDS1	MDM1	MDS1	OTHM1	OTHS1	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19931571	1993	COPPER MARKET INC	2778	P.O. BOX 245	BAGDAD	YAVAPAI	AZ	86321						AZ	0	0	0	0	16						16			4	10	843						857	0	0					0		0					0		0					0		0					0		0					0		12	3	1			16				0			0				0			0				0			0		12	3	1	0		16	50	0	10	4				14	0		0				0	0		0				0	0		0				0	0		0				0	0		4				4	0	0	0				0	0	0	0				0	0	0	0				0	0	10	8				18	0	0		1		1		0		1		4	18	0	3.6		JACK MCBRIDE	6026332241	9/14/1994	
19930784	1993	"CORDELE GAS SYSTEM, CITY OF"	2780	808 11TH AVE. E.	CORDELE	CRISP	GA	31015	"501 N. 7TH ST., PO BOX 569"	CORDELE	CRISP	GA	31015	GA	0	0	0	73	0	17	0	0	0	0	90	0	0	1953	0	0	1614	0	0	0	0	3567	0	45	24	4	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	29	4	0	0	90	80	0	1949	4	0	0	0	1953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613	1	0	0	0	1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3562	5	0	0	0	3567	5	5	0	0	0	0	0	0	1	7	3	59	1	0	3		CARLEEN G. TYNER	9122736136	6/3/1994	
19930424	1993	"CORDOVA, WATER WORKS & GAS BOARD FO THE CITY OF"	2784	115 MAIN STREET	CORDOVA	WALKER	AL	35550						AL	0	0	0	4	5	9	0	0	0	0	18	0	0	0	17	401	0	0	0	424	0	842	0	0	3	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	0	0	9	0	0	0	0	0	0	0	0	0	4	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	3	0	0	18	45	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	401	0	0	0	0	0	0	0	0	424	0	0	0	0	424	0	0	0	0	0	0	0	0	842	0	0	0	0	842	0	0	0	0	0	0	0	0	0	20	0	0	0	0	5		CORDOVA WATER WORKS & GAS BOARD	2054839235	6/3/1994	
19930938	1993	"CORINTH GAS DEPT, CITY OF"	2788	305 W. WALDEN STREET	CORINTH	ALCORN	MS	38834						MS	0	0	0	43	103	1	3	0	0	0	150	0	0	0	1254	3886	0	0	0	0	0	5140	0	19	11	13	0	0	43	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	69	29	5	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	40	22	0	0	150	50	0	1234	16	3	1	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3880	6	0	0	0	3886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5114	22	3	1	0	5140	0	0	0	0	0	0	0	0	0	0	12	2	0	0	1.4		BILL CALDWELL	6012862263	6/3/1994	
19930393	1993	CORNING MUNICIPAL UTILITIES	2796	501 BENTON AVENUE	CORNING	ADAMS	IA	50841						IA	0	0	0	28	1	0	0	0	0	0	29	0	0	0	903	5	0	0	0	0	0	908	0	13	15	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	29	0	0	878	25	0	0	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	882	25	0	0	0	907	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1.4		DEAN R. DAVIS - MANAGER	5153223920	6/3/1994	
19931517	1993	CORNING NATURAL GAS CORP	2800	330 W. WILLIAM STREET	CORNING	STEUBEN	NY	14830						NY	125	26	131	42	45	0	0	0	0	0	369	5424	1600	0	1921	3331	0	0	0	0	0	12276	3	63	113	94	47	6	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	15	8	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	83	128	102	47	6	369	60	1519	3255	4117	52	5	0	8948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2741	568	18	2	0	3329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1519	5996	4685	69	7	0	12276	78	87	0	0	4	2	0	0	0	0	3	2	24	0	2		EDGAR F. LEWIS - SENIOR VICE PRESIDENT	6079363755	6/3/1994	
19930142	1993	"CORONA GAS SYSTEM, VILLAGE OF"	2804	PO BOX 37 - MAIN ST HWY 54	CORONA	LINCOLN	NM	88318						NM	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	15	0	0	137	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		BEATRICE CHAVEZ	5058495511	6/3/1994	
19931010	1993	"CORPUS CHRISTI, CITY OF - GAS DIV"	2812	4225 SOUTH PORT AVENUE	CORPUS CHRISTI	NUECES	TX	78415						TX	0	0	0	1083	75	0	0	0	0	0	1158	0	0	0	53612	1672	0	0	6297	0	0	61581	0	600	215	207	43	18	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	73	1	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	46376	7079	153	4	0	53612	0	0	0	0	0	0	0	0	6297	0	0	0	0	6297	0	0	0	0	0	0	0	0	76	0	0	0	0	76	0	1594	2	0	0	0	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54343	7081	153	4	0	61581	26	37	49	107	0	0	11	17	5	21	44	343	0	5	0		FRANK SACKY P.E. - ASSISTANT GAS SUPT	5128803140	6/3/1994	
19931140	1993	COTULLA MUNICIPAL GAS SYSTEM	2824	117 N. FRONT STREET	COTULLA	LASALLE	TX	78014						 	0	0	0	18	1	0	0	0	0	0	19	0	0	0	717	1	0	0	0	0	0	718	0	8	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	19	15	0	707	10	0	0	0	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707	10	1	0	0	718	0	2	0	3	0	0	0	22	0	0	0	2	0	0	5		VALENTIN GONZALEZ	2108792367	9/12/1994	
19931171	1993	"COVINGTON GAS DEPT, CITY OF"	2853	300 SOUTH COLLEGE	COVINGTON	TIPTON	TN	38019						TN	0	0	2	48	14	0	0	0	0	0	64	0	0	0	1774	933	0	0	0	0	0	2707	0	25	23	2	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	24	2	0	0	64	0	0	1536	200	37	1	0	1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930	3	0	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2466	203	37	1	0	2707	2	5	1	1	0	0	9	15	0	0	14	3	53	0	1		DAVID FRISBEE	9014769531	9/12/1994	
19930192	1993	"COVINGTON GAS DEPT, TOWN OF"	2856	3RD & MAIN	COVINGTON	GARFIELD	OK	73730						OK	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	400	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0			TERRY REINHARDT	4058647428	6/3/1994	
19930987	1993	"COVINGTON MUNICIPAL GAS SYSTEM, CITY OF"	2860	2111 E. CONYERS STREET	COVINGTON	NEWTON	GA	30209						GA	0	0	0	223	0	0	0	0	0	0	223	0	0	0	6288	6	0	0	0	0	0	6294	0	141	40	42	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	40	42	0	0	223	160	0	6263	22	3	0	0	6288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6269	22	3	0	0	6294	3	0	1	1	0	0	0	9	1	16	0	86	0	0	4.6		CHRIS TRIPPELHOFF - CONSULTANT	4044221902	6/3/1994	
19930957	1993	"CRAWFORDVILLE MUNICIPAL GAS SYSTEM, CITY OF"	2864	P.O. BOX 8	CRAWFORDVILLE	TALIAFERRO	GA	30631						GA	0	0	0	20	0	0	0	0	0	0	20	0	0	0	315	20	0	0	0	0	0	335	0	6	14	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	20	100	0	315	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	335	19	19	0	0	0	0	0	0	0	0	0	0	0	0	8.1		VICTORIA A. WIDAWSKI	4049626688	6/3/1994	
19931801	1993	"CREAL SPRINGS GAS UTILITY, CITY OF"	2868	"HWY 166, BOX 417"	CREAL SPRINGS	WILLIAMSON	IL	62922						IL	0	0	0	9	0	0	0	0	0	0	9	0	0	0	227	25	0	0	0	0	0	252	0	6	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	9	70	0	227	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	252	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2		KEITH ADAMS	6089962311	10/7/1996	
19930418	1993	CRESCENT CITY NATURAL GAS	2872	115 NORTH SUMMIT STREET	CRESCENT CITY	PUTNAM	FL	32113						FL	0	0	0	86	39	0	0	0	0	0	125	0	0	0	0	1586	0	300	0	16	286	2188	0	25	50	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	39	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	75	50	0	0	0	125	58	0	300	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1586	0	0	0	0	1586	0	0	0	0	0	0	0	0	16	0	0	0	0	16	0	286	0	0	0	0	286	0	2188	0	0	0	0	2188	0	1	6	17	7	35	13	30	1	8	1	1	120	0	2.9		IVE SAULS - GAS MANAGER	9046981486	6/3/1994	
19930338	1993	CRESTVIEW HOUSING AUTH	2876	371 WEST HICKORY AVENUE	CRESTVIEW	OKALOOSA	FL	32536						FL	0	0	0	2	1	0	0	0	0	0	3	0	0	0	201	73	0	0	0	0	0	274	0	2					2		0					0		0					0		0					0		0					0		1					1		0					0		0					0		0					0		3					3	50	0	201					201		0					0		0					0		0					0		0					0		73					73		0					0		0					0		0					0		274					274	0		0		0		0		0	2		0	2	0	0		JOSE N. LOZANO	9047294860	6/3/1994	9/14/1994
19930031	1993	CROCKETT PUBLIC UTIL DIST	2880	57 W. MAIN ST	ALAMO	CROCKETT	TN	38001						TN	0	0	0	24	0	0	0	0	0	0	24	0	0	0	830	57	0	0	0	0	0	887	0	14	10	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	24	55	0	806	24	0	0	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	25	0	0	0	887	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1		CHARLOTTE H. WEAVER - OFFICE MANAGER	9016964149	6/3/1994	
19931790	1993	"CROSSVILLE GAS SYSTEM, VILLAGE OF"	2888	"PO BOX 309, MAIN ST"	CROSSVILLE	WHITE	IL	62827						IL	0	0	0	15	0	0	0	0	0	0	15	0	0	0	483	0	0	0	0	0	0	483	0	8	7	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	15	0	0	427	56	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	56	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		BOBBY GRIDER	6189662237	7/28/1995	
19930311	1993	C R G INC	2898	R.D. #3 BOX 56	KNOX	CLARION	PA	16232						PA	0	0	2	0	8	0	0	0	0	0	10	111	5	0	0	132	0	0	0	0	0	248	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	73	0	107	9	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	24	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	33	0	0	0	248	3	0	0	0	1	0	3	0	0	0	0	1	0	0	5.7		DWIGHT N. STOVER - PRESIDENT	8147972342	6/3/1994	
19930094	1993	CULLMAN - JEFFERSON CO GAS DIST	2904	210 SIXTH ST SW	CULLMAN	CULLMAN	AL	35055						AL	0	0	0	220	219	50	0	0	0	0	489	94	15	1818	715	6418	0	0	0	0	0	9060	0	85	32	103	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	3	0	0	50	0	0	0	0	0	0	0	0	135	83	1	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	162	107	0	0	489	70	0	2603	32	5	5	0	2645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6303	111	1	0	0	6415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8906	143	6	5	0	9060	20	5	20	66	0	2	22	20	11	7	0	0	8	0	3		PHILLIP LAMAR	2057371600	6/3/1994	
19930342	1993	"CUSHING, CITY OF"	2915	P.O. BOX 365	CUSHING	NACOGDOCHES	TX	35760						TX	0	0	0	25	2	0	0	0	0	0	27	0	0	0	400	3	0	0	0	0	0	403	0	19	6	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	7	0	0	0	27	0	0	400	2	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	3	0	0	0	403	1	0	0	0	0	6	0	0	0	0	0	0	0	0	3.5		JERRY L. BOWERS - MANAGE OF UTILITIES	4093264665	6/3/1994	
19931034	1993	CUT BANK GAS CO	2924	403 EAST MAIN	CUT BANK	GLACIER	MT	59427						MT	0	7	6	7	9	0	2	0	0	0	31	870	116	0	35	619	0	0	0	0	0	1640	0	10	9	1	0	0	20	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	1	0	0	31	75	0	1013	8	0	0	0	1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	8	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624	16	0	0	0	1640	8	19	1	17	1	0	0	0	0	0	0	94	0	0	0		JOHN D. MORE - SERVICEMAN	4068735531	6/3/1994	
19931184	1993	CUT BANK GAS CO	2924	403 EAST MAIN	CUT BANK	GLACIER	MT	59427						MT	0	7	6	7	9	0	2	0	0	0	31	870	116	0	35	619	0	0	0	0	0	1640	0	10	9	1	0	0	20	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	1	0	0	31	75	0	1013	8	0	0	0	1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	8	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624	16	0	0	0	1640	8	19	1	17	1	0	0	0	0	0	0	94	0	0	0		JOHN D. MORE - SERVICEMAN	4068735531	9/12/1994	
19930986	1993	"CUTHBERT GAS SYSTEM, CITY OF"	2928	P.O. BOX 6	CUTHBERT	RANDOLPH	GA	31740						GA	0	0	0	27	2	0	0	0	0	0	29	0	0	0	603	149	0	0	0	0	0	752	0	12	0	15	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	15	0	0	29	100	0	587	15	1	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	15	1	0	0	752	0	18	0	0	0	0	0	0	0	16	0	0	0	0	0		CHRIS STRIPPELHOFF - CONSULTANT	4044221902	6/3/1994	
19931566	1993	D & H NATURAL GAS INC	3010	606 PAGE STREET	DE QUINCY	CALCASIEU	LA	70633						TX	0	0	0	1	12						13											0	0	0	1				1			0				0			0				0			0				0		11	0				11		1					1		0					0		0					0		0					0		12	1				13	30	0	0					0		0					0		0					0		0					0		296					296		31					31		0					0		0					0		0					0		327					327	0		0		0		0		1	6		0	0	0	1.5		GREGG PELOQUIN	3187436251	9/14/1994	
19930280	1993	DADE COUNTY DEPT OF HOUSING & URBAN DEVELOPMENT	3030	678 N.W. 7TH STREET	MIAMI		FL	33136	678 N.W. 7TH STREET	MIAMI		FL	33136	FL	0	0	0	4	0	0	0	0	0	0	4	0	0	0	568	0	0	0	0	0	0	568	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	568	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	568	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0		KEN PHILLIPS	3053727712	6/3/1994	
19931244	1993	DADEVILLE WATER SUPPPLY & GAS BOARD	3050	200 SOUTH BROADNAX	DADEVILLE	TALLAPOOSA	AL	36853						AL	0	0	0	25	14	4	0	0	0	0	43	381	0	0	106	404	0	0	0	0	0	891	0	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	4	0	0	0	0	0	0	0	0	8	4	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	32	3	0	0	43	125	0	487	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	891	0	0	0	0	0	0	7	5	0	0	0	0	0	0	4	(1) LEAKS ON MAINS WERE MECHANICAL JOINTS THAT BOLTS NEEDED TO BE REPLACED. (2) ALL LEAKING SERVICES WERE REPLACED.	ROLAND L. HAMBY	2058259242	6/3/1994	7/15/1994
19930012	1993	DAISETTA WATER & GAS DEPT	3070	P.O. BOX 549 (CORNER OF MAIN & E PINE)	DAISETTA	LIBERTY	TX	77533						TX	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	345	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	3	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	3	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6		JOHN D. WRIGHT SR - UTILITY SUPERINDENT	4095366761	6/3/1994	
