RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC	
19991434	1999	BOSTON GAS CO	1640	201 RIVERMOOR STREET	BOSTON	SUFFOLK	MA	2132	ONE BEACON STREET	BOSTON	SUFFOLK	MA	2108	MA	951	843	0	876	768	2544	0	0	0	0	5982	253906	9476	0	19017	127471	0	0	12102	0	0	421972	0	707	1132	635	129	67	2670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	1172	246	118	2544	0	0	0	0	0	0	0	0	258	236	272	2	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	2376	2079	377	185	5982	60	0	19520	239113	23190	513	63	282399	0	0	0	0	0	0	0	0	10750	1352	0	0	0	12102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74963	49261	2931	316	0	127471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105233	289726	26121	829	63	421972	1306	1450	132	498	2218	753	21	46	244	99	1866	464	477	0	2.06	THE CATHODICALLY PROTECTED COATED STEEL SERVICES FIGURE DOES NOT INCLUDE PLASTIC SERVICES WITH PROTECTED STEEL RISERS THAT ARE REPORTED UNDER PLASTIC SERVICES.    AVERAGE SERVICE LENGTH IS AN ESTIMATE.	MARK A SCAPAROTTI	6177235512	5/30/2000		
19990716	1999	"BOWMAN GAS SYSTEM, CITY OF"	1672	P.O. DRAWER 549	BOWMAN	ELBERT	GA	30624						GA	0	0	0	6	4	0	0	0	0	0	10	0	0	0	58	315	0	0	0	0	0	373	0	5	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	10	100	0	58	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	373	4	0	0	0	0	0	0	0	0	12	0	0	0	0	8.6		VICTORIA A. WIDAWSKI	7709626688	3/10/2000		
19990669	1999	"BRACKETTVILLE, CITY OF, HOUSING AUTH OF"	1684	119 WEST SPRING ST.	BRACKETTVILLE	KINNEY	TX	78832						TX	0	0	0	18	0	0	0	0	0	0	18	0	0	0	433	0	0	0	0	0	0	433	0	8	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	18	15	0	429	4	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	4	0	0	0	433	3	0	0	0	0	0	0	0	0	6	5	0	14	0	38.3		DAVID MARTINEZ	8305632412	3/10/2000		
19991260	1999	"BRADY MUNICIPAL GAS CORP, CITY OF"	1688	900 W. 1ST. ST.	BRADY	MCCULLOCH	TX	76825						TX	30	27	0	0	17	0	0	0	0	0	74	1157	889	0	0	679	0	0	0	0	0	2725	0	30	13	5	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	28	5	0	0	74	0	0	977	1030	34	0	0	2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	507	0	0	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154	1537	34	0	0	2725	20	0	1	1	0	0	0	0	0	0	0	0	20	0	12		CURTIS PATTERSON	9155972244	3/27/2000	10/12/2000	
19990465	1999	BRAINARD GAS CORP	31366	4369 BRAINARD RD	ORANGE VILLAGE	CYAHOGA	OH	-4026						 OH	0	0	0	6	7	0	0	0	0	0	13	0	0	0	0	30	0	0	0	0	0	30	0	5	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	13	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		EDWARD J BUNK	2165919110	3/8/2000	8/29/2000	
19990299	1999	"BRAZORIA, CITY OF"	1696	201 SOUTH MAIN STREET	BRAZORIA	BRAZORIA	TX	77422						TX	0	19	0	9	24	0	0	0	0	0	52	0	207	0	0	796	0	0	0	0	0	1003	0	19	8	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	11	1	0	0	52	0	0	198	9	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	12	0	0	0	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	21	0	0	0	1003	0	7	0	1	2	4	0	0	0	0	0	0	1	0	1		SABERT EARHART	4097982489	2/16/2000	8/15/2000	
19990478	1999	BREAUX BRIDGE GAS SYSTEM	1712	101 BERARD STREET	BREAUX BRIDGE	ST. MARTIN	LA	70517						LA	0	0	3	21	8	0	0	0	0	0	32	0	0	562	199	350	0	0	0	194	0	1305	0	14	4	3	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	12	3	0	0	32	50	0	755	6	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	7	0	0	0	350	0	0	0	0	0	0	0	194	0	0	0	0	0	194	0	0	0	0	0	0	0	194	1098	13	0	0	0	1305	13	10	0	0	0	0	0	0	0	0	0	0	45	0	15.5	"NOTE 1 PART C:  THE 45 SCHEDULED LEAK REPAIRS ARE ALL ABOVE GROUND LEAKS AT THE RISERS.  44 ARE GRADE 3, 1 IS GRADE 2."	JOSEPH C GUIDRY	3183322176	3/1/2000		
19990547	1999	"BRENHAM UTILITY, CITY OF"	1720	210 NORTH PARK STREET BOX	BRENHAM	WASHINGTON	TX	77834						TX	0	0	0	24	80	0	0	0	0	0	104	0	0	0	411	3826	0	0	0	0	0	4237	0	13	9	2	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	23	6	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	32	8	0	0	104	49	0	229	178	4	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3698	116	12	0	0	3826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3927	294	16	0	0	4237	1	28	7	4	2	2	0	3	0	8	1	60	9	0	0		DENNIS MOEHLMANN	9792771264	3/2/2000	7/25/2000	
19991396	1999	"BREWTON GAS DEPT, CITY OF"	1728	1010-A DOUGLAS AVENUE	BREWTON	ESCAMBIA	AL	36425						AL	2	0	0	182	10	0	0	0	0	0	194	43	0	2127	174	1083	0	0	0	0	0	3427	0	139	15	30	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	21	30	0	0	194	0	0	155	20	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080	2	0	0	0	1082	0	0	0	0	0	0	0	0	2170	0	0	0	0	2170	0	0	0	0	0	0	0	0	3405	22	0	0	0	3427	2	63	0	0	0	0	0	0	0	0	0	0	54	0	2.6		RAY MADDEN	3348091780	4/24/2000		
19991398	1999	BRIDGEPORT UTILITIES BOARD	1736	513 ALABAMA AVE	BRIDGEPORT	JACKSON	AL	35740						AL	0	0	0	13	13	0	0	0	0	0	26	0	0	391	0	553	0	0	0	0	0	944	0	8	4	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	5	1	0	0	26	60	0	383	8	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	10	1	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	18	1	0	0	944	3	2	0	2	0	0	0	0	0	0	0	0	1	0	0.2		WILLIAM J. HUGHES JR	2054952471	4/27/2000	8/7/2000	
19990058	1999	BRIGHT'S PROPANE SERVICE	1750	103 WEST BROOK ST	BURGIN	MERCER	KY	40310						KY	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	40	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.5		THOMAS B. BRIGHT JR	6067485382	1/18/2000	6/15/2000	
19990379	1999	BRIGHTON MUNICIPAL GAS SYSTEM	1752	100 EAST WASHINGTON ST	BRIGHTON	WASHINGTON	IA	52540						IA	0	0	0	10	0	0	0	0	0	0	10	0	0	0	318	31	0	0	0	0	0	349	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	75	0	317	1	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	1	0	0	0	349	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2		KEVIN SMITH - SUPT	3196942695	2/22/2000		
19990636	1999	BRISTOL & WARREN GAS CO	1760	100 BROAD COMMON RD.	BRISTOL		RI	2809						RI	8	5	0	16	38	16	1	0	0	0	84	1011	267	0	180	3592	0	0	75	0	0	5125	0	5	16	8	0	0	29	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	5	6	0	16	0	0	0	0	0	0	0	0	18	16	4	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	37	18	6	0	84	61	0	670	779	9	0	0	1458	0	0	0	0	0	0	0	0	75	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3298	256	38	0	0	3592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4043	1035	47	0	0	5125	2	20	0	4	1	0	0	0	0	0	208	22	1	0	2.4		"JAMES F. KERN, JR. - GENERAL MANAGER"	4012536700	3/7/2000		
19991022	1999	BROKEN BOW GAS CO	1784	314 SOUTH 10TH AVE	BRPOKEN BOW	CUSTER	NE	68822-    						 NE	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0			MICHAEL LUCAS	3088726884	3/20/2000		
19990980	1999	BROKEN BOW MUNICIPAL UTILITIES	31403	314 SOUTH 10TH AVE	BROKEN BOW		NE	68822-    						 NE	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		MICHAEL LUCAS	3088726884	4/5/2000		
19990075	1999	BROOKLYN MUNICIPAL GAS CO	1792	138 JACKSON STREET	BROOKLYN	POWESHIEK	IA	52211						IA	0	0	0	9	1	0	0	0	0	0	10	0	0	0	580	25	0	0	0	0	0	605	0	6	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	10	72	0	471	109	0	0	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	109	1	0	0	605	0	0	0	0	0	0	0	0	0	1	0	21	0	0	1		CRAIG L HALL  SUPERINTENDENT	5155229292	1/18/2000	2/14/2000	
19990152	1999	BROOKSIDE GAS SYSTEM	1808	107 MARKET ST	BROOKSIDE	JEFFERSON	AL	35036						AL	0	0	0	18	2	0	0	0	0	0	20	0	0	425	0	115	0	0	0	0	0	540	0	4	14	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	20	40	0	0	0	0	0	0	0	0	425	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	0	540	0	3	0	0	0	0	0	0	0	0	0	8	8	0	2		DEBBIE KEEDY	2056749275	2/4/2000	7/31/2000	
19991297	1999	"BROOKSVILLE UTILITIES, TOWN OF"	1816	101 FRANKFORT ST	BROOKSVILLE	BRACKEN	KY	41004						KY	0	0	0	9	45	0	0	0	0	0	54	0	0	0	359	249	0	0	0	0	0	608	0	3	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	18	24	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	32	0	0	0	54	0	0	349	10	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	21	0	225	3	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	14	0	0	0	608	4	3	0	0	0	0	0	0	0	0	0	0	3	0	0.5		EDDIE MOFFORD	6067352501	3/27/2000		
19990021	1999	BROWN H NATURAL GAS SYSTEM	1832	1405 RUPPERT LK RD	EUNICE	ACADIA	LA	70535						LA	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	37	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	UNACCOUNTED GAS = METER CALIBRATIONS	CHARLES BROWN JR	3184577204	1/11/2000		
19990550	1999	BROWNSVILLE UTILITIES	1840	25 N LAFAYETTE	BROWNSVILLE	HAYWOOD	TN	38012						TN	0	0	0	186	10	0	0	0	0	0	196	0	0	0	5429	281	0	0	0	0	0	5710	0	138	47	1	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	47	1	0	0	196	165	0	5387	42	0	0	0	5429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5668	42	0	0	0	5710	23	9	0	0	0	0	0	40	0	15	0	0	19	0	1		"FLOYD D. STEWART, JR. - SUPT. OF CUSTOMER SERVICE"	9017728845	3/2/2000		
19990162	1999	"BUCKLEY GAS DEPT, CITY OF"	1848	"P O BOX 1960,933 MAIN ST"	BUCKLEY	PIERCE	WA	98321						WA	0	0	0	24	8	0	0	0	0	0	32	0	0	0	963	169	0	0	0	0	0	1132	0	20	4	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4	0	0	0	32	75	0	952	10	1	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121	10	1	0	0	1132	0	0	0	2	0	0	0	7	0	2	0	0	0	0	0.5		MIKE BRENDEL - UTILITY SUPERINTENDENT	3608291631	2/4/2000	2/15/2000	
19991225	1999	"BUFORD GAS SYSTEM, CITY OF"	1872	95 SCOTT ST	BUFORD 	GWINNETT	GA	30518-    						 GA	0	0	0	151	168	0	0	0	0	0	319	0	0	0	837	13538	0	0	0	0	0	14375	0	57	87	7	0	0	151	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	61	106	1	0	0	168	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	118	193	8	0	0	319	100	0	818	19	0	0	0	837	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	13532	6	0	0	0	13538	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	14350	25	0	0	0	14375	6	0	10	76	0	0	0	0	0	22	0	0	238	0	5.5	"THIS REPOROT PREPARED BY: WELKER ASSOCIATES INC NATURAL SYSTEM 445 MANGET ST. MARIETTA, GA.30060. THIS REPORT COMPLIED FROM INFORMATION SUPPLIED BY: CITY OF BUFORD, GA."	RONALD MANN	7704221902	3/24/2000		
19990660	1999	"BUNKER HILL, CITY OF"	1860	595 ELM PO BOX 103	BUNKER HILL	RUSSELL	KS	67626						KS	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	101	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0			KATHY E COOK	7854836737	3/10/2000		
19990014	1999	BURBANK MUNICIPAL SYSTEM	1888	105 SOUTH 1ST STREET	BURBANK	OSAGE	OK	74633						OK	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	58	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	1	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	1	0	0	0	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		KAREN DUMMER	9186485383	1/5/2000		
19991124	1999	"BURKESVILLE GAS CO, INC."	976	119 UPPER RIVER ST.	BURKESVILLE	CUMBERLAND	KY	42717						KY	0	0	0	0	16	0	0	0	0	0	16	0	0	0	0	340	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	3	0	0	16	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	35	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	35	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		KIRSTEN C GRISSOM	9034544000	3/22/2000	11/1/2000	
19991174	1999	BURLINGAME MUNICIPAL SYSTEM	1912	101 EAST SANTA FE	BURLINGAME	OSAGE	KS	66413						KS	0	0	0	26	1	0	0	0	0	0	27	0	0	0	561	7	0	0	0	0	0	568	0	7	18	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	1	0	0	27	120	0	0	560	1	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	1	0	0	568	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0.048		JOE ROWLEY  -  CITY SUPT	7856543431	3/22/2000		
19990026	1999	"BURLINGTON GAS SYSTEM , CITY OF"	1920	P.O. BOX 216 603 MAIN ST	BURLINGTON	ALFALFA	OK	73722						OK	0	0	0	5	1	0	0	0	0	0	6	0	0	0	100	14	0	0	0	0	0	114	0	3	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	6	15	0	99	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	1	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3		MARCI HYDE  - CITY CLERK/TREASURE	5804312550	1/11/2000	2/14/2000	
